order_id,order_date,ship_date,platform,category,product_name,unit_price,quantity,gross_sales,campaign,voucher_code,discount_pct,discount_value,shipping_cost,net_sales,payment_method,customer_segment,region,stock_status,order_status,customer_rating,priority_flag
837,2024-02-23,2024-06-19,Lazada,Home Living,Rice Cooker,924513,2,1849026,Mega Campaign,20.0,20.0,369805,9000,1479221,COD,New,Makassar,Low Stock,On Delivery,4.2484316185696365,Yes
520,2024-07-22,2024-06-19,Blibli,Beauty,Face Wash,30827,3,92481,Normal Day,16.97602474864656,11.237700673226307,0,25000,92481,COD,New,Surabaya,In Stock,Delivered,5.0,Normal
1290,2024-02-23,2024-06-19,Shopee,Fashion,Men T-Shirt,302921,3,908763,Flash Sale,10.0,10.0,90876,18000,817887,Credit Card,Vip,Bandung,Preorder,Delivered,5.0,Y
731,2024-02-23,2024-07-17,Tiktok Shop,Sports,Cycling Gloves,688938,2,1377876,Normal Day,16.97602474864656,0.0,0,9000,1377876,E-Wallet,New,Makassar,In Stock,Delivered,4.0,No
416,2024-02-23,2024-06-19,Lazada,Sports,Yoga Mat,364291,1,364291,Mega Campaign,20.0,20.0,72858,20000,0,Bank Transfer,Returning,Yogyakarta,In Stock,Batal,4.2484316185696365,Priority
274,2024-02-23,2024-06-19,Lazada,Beauty,Body Lotion,238877,3,716631,Normal Day,16.97602474864656,0.0,0,9000,716631,COD,Returning,Semarang,Low Stock,Delivered,5.0,Normal
747,2024-02-23,2024-06-19,Lazada,Fashion,Women Dress,596154,2,1192308,Normal Day,16.97602474864656,0.0,0,18000,1192308,COD,Vip,Surabaya,Preorder,Delivered,5.0,Priority
1512,2024-12-10,2024-06-19,Tiktok Shop,Home Living,Vacuum Cleaner,595632,1,595632,Flash Sale,10.0,10.0,59563,15000,0,Virtual Account,New,Semarang,In Stock,Cancel,4.2484316185696365,N
251,2024-02-23,2024-06-19,Tiktok Shop,Sports,Yoga Mat,734868,1,734868,Normal Day,16.97602474864656,11.237700673226307,0,9000,734868,Bank Transfer,New,Surabaya,Preorder,Delivered,5.0,No
631,2024-02-23,2024-06-19,Shopee,Beauty,Face Wash,143941,8,1151528,Mega Campaign,20.0,20.0,230306,0,921222,COD,Returning,Makassar,Preorder,Delivered,4.0,Y
603,2024-02-23,2024-06-19,Shopee,Electronics,Wireless Earbuds,187542,6,1125252,Mega Campaign,20.0,20.0,225050,18000,900202,Credit Card,New,Makassar,In Stock,Shipped,4.2484316185696365,Priority
382,2024-02-17,2024-02-22,Shopee,Beauty,Face Wash,175713,4,702852,Normal Day,16.97602474864656,0.0,0,0,702852,Virtual Account,New,Jakarta,In Stock,Delivered,5.0,No
949,2024-02-23,2024-06-19,Tokopedia,Sports,Yoga Mat,226971,3,680913,Normal Day,16.97602474864656,0.0,0,0,680913,Bank Transfer,Returning,Yogyakarta,Preorder,Shipped,4.2484316185696365,No
426,2024-12-29,2025-01-02,Lazada,Sports,Cycling Gloves,86307,5,431535,Flash Sale,10.0,10.0,43154,9000,388381,COD,Vip,Semarang,In Stock,Delivered,3.0,Yes
545,2024-02-23,2024-06-19,Shopee,Home Living,Rice Cooker,641389,1,641389,Flash Sale,10.0,10.0,64139,12000,577250,Virtual Account,Returning,Bekasi,Low Stock,Completed,4.0,No
1548,2024-10-05,2024-06-19,Tokopedia,Sports,Running Shoes,522229,5,2611145,Flash Sale,10.0,10.0,261114,15000,2350031,Virtual Account,New,Jakarta,In Stock,Delivered,4.0,Normal
1183,2024-02-23,2024-06-19,Lazada,Beauty,Sunscreen,132392,2,264784,Normal Day,16.97602474864656,0.0,0,18000,264784,E-Wallet,Returning,Semarang,Preorder,Completed,4.0,No
1026,2024-02-23,2024-06-19,Tiktok Shop,Sports,Dumbbell 5Kg,260638,4,1042552,Normal Day,16.97602474864656,0.0,0,20000,1042552,Bank Transfer,New,Surabaya,Low Stock,Delivered,5.0,Normal
615,2024-06-26,2024-06-19,Blibli,Home Living,Rice Cooker,148718,3,446154,Normal Day,16.97602474864656,0.0,0,12000,0,COD,Returning,Bandung,In Stock,Cancelled,4.2484316185696365,N
940,2024-02-23,2024-06-19,Blibli,Home Living,Table Lamp,337300,1,337300,Flash Sale,10.0,10.0,33730,15000,303570,Virtual Account,Returning,Surabaya,In Stock,Delivered,5.0,Normal
183,2024-02-23,2024-06-19,Tiktok Shop,Home Living,Table Lamp,414627,3,1243881,Normal Day,16.97602474864656,0.0,0,15000,1243881,Bank Transfer,Vip,Bandung,In Stock,Delivered,4.0,Priority
789,2024-02-23,2024-06-19,Tokopedia,Beauty,Sunscreen,313309,1,313309,Normal Day,16.97602474864656,0.0,0,20000,313309,Virtual Account,Returning,Yogyakarta,In Stock,Delivered,5.0,N
1245,2024-02-13,2024-06-19,Shopee,Sports,Yoga Mat,47678,4,190712,Normal Day,16.97602474864656,0.0,0,12000,190712,COD,New,Bandung,In Stock,Delivered,5.0,Normal
1855,2024-02-23,2024-06-19,Lazada,Sports,Skipping Rope,203912,3,611736,Normal Day,16.97602474864656,0.0,0,20000,611736,Bank Transfer,Returning,Bandung,In Stock,Delivered,4.0,Normal
273,2024-02-21,2024-02-27,Shopee,Beauty,Skincare Serum,229692,6,1378152,Normal Day,16.97602474864656,0.0,0,25000,1378152,Virtual Account,New,Makassar,In Stock,Completed,4.0,No
1576,2024-02-23,2024-06-19,Tiktok Shop,Sports,Skipping Rope,714726,2,1429452,Normal Day,16.97602474864656,0.0,0,12000,1429452,E-Wallet,New,Semarang,In Stock,Delivered,4.0,No
707,2024-04-25,2024-06-19,Lazada,Fashion,Sneakers,255715,1,255715,Payday Sale,15.0,15.0,38357,15000,217358,Credit Card,Returning,Surabaya,In Stock,Delivered,3.0,No
372,2024-02-23,2024-08-29,Lazada,Fashion,Hoodie,458414,5,2292070,Normal Day,16.97602474864656,0.0,0,0,2292070,Virtual Account,Vip,Medan,In Stock,Delivered,5.0,Priority
223,2024-02-23,2024-06-19,Shopee,Electronics,Wireless Earbuds,660468,3,1981404,Normal Day,16.97602474864656,0.0,0,18000,1981404,Credit Card,Vip,Semarang,In Stock,Shipped,4.2484316185696365,Yes
931,2024-02-23,2024-10-03,Shopee,Beauty,Sunscreen,339733,1,339733,Mega Campaign,20.0,20.0,67947,12000,271786,E-Wallet,New,Bandung,In Stock,Completed,4.0,Normal
1648,2024-02-23,2024-03-07,Tokopedia,Beauty,Skincare Serum,94013,2,188026,Normal Day,16.97602474864656,0.0,0,12000,188026,Virtual Account,Returning,Jakarta,In Stock,Delivered,5.0,No
519,2024-02-23,2024-06-19,Shopee,Beauty,Body Lotion,337274,4,1349096,Flash Sale,10.0,10.0,134910,15000,1214186,Bank Transfer,New,Semarang,In Stock,Delivered,4.0,N
1345,2024-01-16,2024-06-19,Shopee,Home Living,Storage Box,196230,4,784920,Flash Sale,10.0,10.0,78492,25000,706428,Bank Transfer,Returning,Bandung,In Stock,Delivered,5.0,Normal
1115,2024-02-23,2024-06-25,Blibli,Sports,Skipping Rope,131988,1,131988,Normal Day,16.97602474864656,0.0,0,9000,131988,Bank Transfer,Returning,Bekasi,Low Stock,Delivered,4.0,No
618,2024-03-03,2024-06-19,Lazada,Sports,Skipping Rope,377548,1,377548,Mega Campaign,20.0,20.0,75510,25000,302038,Bank Transfer,Returning,Medan,In Stock,Delivered,5.0,Priority
16,2024-02-23,2024-06-19,Shopee,Electronics,Power Bank,367399,3,1102197,Normal Day,16.97602474864656,0.0,0,18000,1102197,Virtual Account,Returning,Makassar,Low Stock,Delivered,5.0,No
693,2024-05-30,2024-06-19,Tiktok Shop,Beauty,Body Lotion,325599,1,325599,Normal Day,16.97602474864656,0.0,0,12000,325599,Credit Card,Vip,Yogyakarta,Low Stock,Shipped,4.2484316185696365,Y
1795,2024-02-23,2024-06-19,Blibli,Beauty,Skincare Serum,120658,1,120658,Normal Day,16.97602474864656,0.0,0,0,0,E-Wallet,Returning,Surabaya,In Stock,Cancelled,4.2484316185696365,N
1566,2024-05-29,2024-06-01,Blibli,Beauty,Face Wash,51484,3,154452,Payday Sale,15.0,15.0,23168,9000,131284,COD,Returning,Makassar,Preorder,Delivered,5.0,No
926,2024-02-23,2024-06-19,Lazada,Sports,Running Shoes,466635,2,933270,Payday Sale,15.0,15.0,139990,0,793280,Virtual Account,Returning,Bandung,Preorder,Delivered,4.0,No
1465,2024-02-23,2024-06-19,Tiktok Shop,Fashion,Jeans,150912,3,452736,Payday Sale,15.0,15.0,67910,25000,0,Bank Transfer,New,Yogyakarta,In Stock,Cancelled,4.2484316185696365,No
1074,2024-01-16,2024-06-19,Tiktok Shop,Fashion,Jeans,467941,2,935882,Normal Day,16.97602474864656,0.0,0,12000,935882,Bank Transfer,Returning,Jakarta,In Stock,Delivered,4.0,No
1152,2024-02-23,2024-06-19,Shopee,Beauty,Body Lotion,65280,2,130560,Normal Day,16.97602474864656,0.0,0,15000,130560,Credit Card,Returning,Semarang,In Stock,Delivered,5.0,No
1705,2024-02-23,2024-04-18,Blibli,Sports,Yoga Mat,405821,1,405821,Normal Day,16.97602474864656,0.0,0,20000,405821,Credit Card,Returning,Bandung,In Stock,Delivered,5.0,N
1933,2024-02-23,2024-06-19,Lazada,Fashion,Sneakers,495407,2,990814,Mega Campaign,20.0,20.0,198163,0,792651,E-Wallet,Returning,Jakarta,In Stock,Delivered,4.0,Priority
1844,2024-02-23,2024-06-19,Lazada,Fashion,Hoodie,232385,1,232385,Flash Sale,10.0,10.0,23238,9000,209147,Virtual Account,New,Yogyakarta,In Stock,Delivered,5.0,No
1788,2024-02-23,2024-06-19,Lazada,Fashion,Women Dress,381381,6,2288286,Flash Sale,10.0,10.0,228829,0,2059457,Credit Card,Returning,Medan,In Stock,Completed,5.0,No
966,2024-02-23,2024-06-19,Shopee,Sports,Dumbbell 5Kg,180431,1,180431,Payday Sale,15.0,15.0,27065,0,153366,Virtual Account,New,Semarang,In Stock,Delivered,4.0,Normal
44,2024-02-23,2024-06-19,Shopee,Beauty,Lip Tint,208628,2,417256,Mega Campaign,20.0,20.0,83451,12000,333805,E-Wallet,Vip,Surabaya,In Stock,Delivered,4.0,Priority
275,2024-02-23,2024-07-10,Tiktok Shop,Sports,Skipping Rope,167126,4,668504,Flash Sale,10.0,10.0,66850,12000,601654,Bank Transfer,New,Semarang,Preorder,Delivered,5.0,No
1117,2024-02-23,2024-06-19,Tiktok Shop,Fashion,Jeans,259721,1,259721,Payday Sale,15.0,15.0,38958,9000,220763,Virtual Account,New,Bandung,In Stock,Completed,5.0,No
1358,2024-02-23,2024-06-19,Tiktok Shop,Beauty,Face Wash,172594,5,862970,Normal Day,16.97602474864656,0.0,0,9000,862970,COD,Returning,Bekasi,Preorder,Completed,5.0,No
745,2024-05-08,2024-05-13,Lazada,Home Living,Table Lamp,739206,2,1478412,Flash Sale,10.0,10.0,147841,15000,1330571,Virtual Account,Returning,Semarang,In Stock,Completed,5.0,No
986,2024-02-23,2024-06-19,Tokopedia,Beauty,Lip Tint,315572,5,1577860,Payday Sale,15.0,15.0,236679,0,1341181,Credit Card,Vip,Bandung,Low Stock,Delivered,3.0,No
108,2024-06-12,2024-06-19,Blibli,Fashion,Hoodie,350464,6,2102784,Flash Sale,10.0,10.0,210278,0,1892506,Bank Transfer,Returning,Makassar,In Stock,Delivered,4.0,N
1939,2024-09-29,2024-06-19,Lazada,Home Living,Rice Cooker,211067,6,1266402,Flash Sale,10.0,10.0,126640,0,1139762,Bank Transfer,Returning,Makassar,In Stock,Delivered,5.0,No
1537,2024-02-23,2024-06-19,Tokopedia,Fashion,Hoodie,102222,4,408888,Normal Day,16.97602474864656,0.0,0,15000,408888,Virtual Account,Returning,Yogyakarta,In Stock,Delivered,4.0,No
773,2024-02-23,2024-06-16,Tokopedia,Home Living,Storage Box,432965,4,1731860,Mega Campaign,20.0,20.0,346372,25000,1385488,Virtual Account,Returning,Surabaya,In Stock,Delivered,3.0,Yes
1126,2024-02-23,2024-06-19,Blibli,Home Living,Storage Box,220204,2,440408,Flash Sale,10.0,10.0,44041,25000,396367,Virtual Account,Returning,Makassar,Preorder,Completed,5.0,No
1524,2024-02-23,2024-06-19,Blibli,Home Living,Rice Cooker,600007,1,600007,Normal Day,16.97602474864656,0.0,0,0,600007,Virtual Account,Returning,Medan,In Stock,Completed,5.0,No
1319,2024-02-23,2024-06-19,Tokopedia,Fashion,Men T-Shirt,236030,3,708090,Normal Day,16.97602474864656,0.0,0,25000,708090,COD,New,Makassar,Low Stock,Delivered,5.0,No
608,2024-02-23,2024-06-19,Lazada,Electronics,Power Bank,1202356,1,1202356,Normal Day,16.97602474864656,0.0,0,12000,1202356,Credit Card,New,Medan,Preorder,Delivered,5.0,No
1235,2024-06-29,2024-06-19,Blibli,Fashion,Jeans,77459,5,387295,Normal Day,16.97602474864656,0.0,0,25000,387295,Bank Transfer,New,Bandung,In Stock,Delivered,5.0,No
1188,2024-02-23,2024-06-19,Lazada,Fashion,Hoodie,381069,2,762138,Flash Sale,10.0,10.0,76214,15000,685924,COD,New,Bandung,In Stock,Delivered,5.0,No
482,2024-02-23,2024-06-19,Tiktok Shop,Electronics,Bluetooth Speaker,256966,4,1027864,Normal Day,16.97602474864656,0.0,0,9000,1027864,COD,New,Bekasi,Preorder,Delivered,5.0,No
1897,2024-02-23,2024-06-19,Lazada,Sports,Cycling Gloves,128650,3,385950,Flash Sale,10.0,10.0,38595,20000,347355,Virtual Account,Returning,Jakarta,In Stock,Delivered,3.0,N
950,2024-02-23,2024-06-19,Shopee,Sports,Yoga Mat,394084,2,788168,Normal Day,16.97602474864656,0.0,0,0,0,E-Wallet,Returning,Bandung,In Stock,Cancel,4.2484316185696365,N
788,2024-02-23,2024-06-19,Blibli,Fashion,Men T-Shirt,530272,1,530272,Payday Sale,15.0,15.0,79541,9000,450731,COD,New,Makassar,In Stock,Delivered,4.0,Normal
752,2024-11-23,2024-11-25,Shopee,Beauty,Sunscreen,259703,2,519406,Payday Sale,15.0,15.0,77911,15000,441495,Bank Transfer,Returning,Surabaya,In Stock,Delivered,5.0,No
757,2024-02-23,2024-06-19,Blibli,Home Living,Blender,762632,3,2287896,Normal Day,16.97602474864656,0.0,0,18000,0,Virtual Account,New,Bekasi,In Stock,Cancelled,4.2484316185696365,Normal
1995,2024-02-23,2024-09-16,Shopee,Home Living,Table Lamp,1109112,1,1109112,Flash Sale,10.0,10.0,110911,0,998201,COD,Returning,Bandung,Low Stock,Delivered,4.2484316185696365,N
406,2024-02-23,2024-06-19,Blibli,Home Living,Table Lamp,92786,1,92786,Mega Campaign,20.0,20.0,18557,15000,74229,Credit Card,New,Medan,In Stock,Delivered,3.0,No
1876,2024-02-23,2024-06-19,Tiktok Shop,Electronics,Power Bank,245396,6,1472376,Payday Sale,15.0,15.0,220856,0,1251520,Virtual Account,Returning,Bekasi,In Stock,Completed,3.0,No
1164,2024-10-23,2024-06-19,Tokopedia,Home Living,Vacuum Cleaner,603216,2,1206432,Mega Campaign,20.0,20.0,241286,18000,965146,Credit Card,New,Medan,Low Stock,Delivered,4.0,Y
813,2024-02-23,2024-06-19,Blibli,Fashion,Hoodie,238104,5,1190520,Normal Day,16.97602474864656,0.0,0,25000,1190520,Credit Card,New,Surabaya,In Stock,Delivered,4.0,No
149,2024-02-23,2024-06-19,Blibli,Sports,Dumbbell 5Kg,374640,6,2247840,Flash Sale,10.0,10.0,224784,12000,2023056,COD,Returning,Bekasi,Low Stock,Shipped,4.2484316185696365,No
1434,2024-02-23,2024-06-19,Blibli,Home_Living,Rice Cooker,726759,1,726759,Flash Sale,10.0,10.0,72676,9000,654083,Virtual Account,New,Bandung,In Stock,Delivered,4.0,N
576,2024-02-23,2024-11-13,Tokopedia,Beauty,Skincare Serum,249498,2,498996,Mega Campaign,20.0,20.0,99799,18000,399197,Virtual Account,Returning,Medan,Low Stock,Delivered,5.0,Normal
558,2024-04-08,2024-06-19,Tokopedia,Fashion,Hoodie,279341,6,1676046,Normal Day,16.97602474864656,0.0,0,15000,1676046,Credit Card,New,Semarang,In Stock,Delivered,5.0,No
713,2024-02-23,2024-06-19,Tokopedia,Beauty,Skincare Serum,237614,3,712842,Payday Sale,15.0,15.0,106926,0,605916,Bank Transfer,Returning,Bekasi,In Stock,Delivered,5.0,Normal
638,2024-02-23,2024-06-19,Tiktok Shop,Electronics,Wireless Earbuds,721821,1,721821,Payday Sale,15.0,15.0,108273,9000,613548,Credit Card,Returning,Yogyakarta,Low Stock,Delivered,5.0,No
983,2024-02-23,2024-06-19,Lazada,Fashion,Jeans,534848,3,1604544,Normal Day,16.97602474864656,0.0,0,20000,1604544,Virtual Account,Returning,Semarang,In Stock,Completed,5.0,N
1631,2024-02-23,2024-02-16,Tiktok Shop,Beauty,Sunscreen,252848,3,758544,Normal Day,16.97602474864656,0.0,0,20000,758544,Virtual Account,Returning,Bekasi,In Stock,Completed,4.0,N
1717,2024-02-20,2024-06-19,Blibli,Beauty,Skincare Serum,162572,3,487716,Payday Sale,15.0,15.0,73157,25000,414559,Virtual Account,New,Medan,In Stock,Delivered,5.0,N
599,2024-02-23,2024-11-12,Blibli,Home Living,Rice Cooker,1105625,1,1105625,Flash Sale,16.97602474864656,10.0,110562,25000,995063,E-Wallet,New,Medan,In Stock,Shipped,4.2484316185696365,Normal
1642,2024-02-23,2024-06-19,Shopee,Fashion,Men T-Shirt,406307,3,1218921,Payday Sale,15.0,15.0,182838,0,1036083,E-Wallet,Vip,Jakarta,Low Stock,Completed,5.0,Priority
1614,2024-02-23,2024-06-19,Blibli,Sports,Cycling Gloves,657656,2,1315312,Flash Sale,10.0,10.0,131531,18000,1183781,E-Wallet,New,Bekasi,In Stock,Delivered,4.0,Normal
1275,2024-02-23,2024-09-23,Tokopedia,Beauty,Body Lotion,274885,5,1374425,Normal Day,16.97602474864656,0.0,0,9000,1374425,E-Wallet,New,Semarang,In Stock,Completed,5.0,Normal
825,2024-02-23,2024-06-19,Shopee,Beauty,Sunscreen,286287,1,286287,Mega Campaign,20.0,20.0,57257,0,229030,E-Wallet,New,Jakarta,In Stock,Shipped,4.2484316185696365,N
1246,2024-03-22,2024-06-19,Tokopedia,Beauty,Sunscreen,61193,3,183579,Normal Day,16.97602474864656,0.0,0,18000,183579,Virtual Account,Vip,Yogyakarta,In Stock,Shipped,4.2484316185696365,Priority
1990,2024-02-23,2024-05-13,Shopee,Fashion,Women Dress,276114,4,1104456,Mega Campaign,20.0,20.0,220891,0,883565,E-Wallet,New,Jakarta,In Stock,Delivered,5.0,Y
610,2024-02-23,2024-11-07,Lazada,Home Living,Storage Box,184776,4,739104,Normal Day,16.97602474864656,0.0,0,9000,739104,Virtual Account,Returning,Makassar,In Stock,Completed,5.0,N
1260,2024-02-23,2024-06-19,Lazada,Electronics,Power Bank,356480,2,712960,Normal Day,16.97602474864656,0.0,0,20000,712960,Bank Transfer,Returning,Jakarta,In Stock,Delivered,5.0,N
1342,2024-02-23,2024-06-19,Tiktok Shop,Fashion,Women Dress,511062,3,1533186,Mega Campaign,20.0,20.0,306637,20000,1226549,Credit Card,Vip,Makassar,In Stock,Delivered,4.0,Yes
278,2024-02-23,2024-06-19,Blibli,Fashion,Sneakers,290800,2,581600,Mega Campaign,20.0,20.0,116320,0,465280,E-Wallet,New,Bandung,Preorder,Delivered,5.0,No
359,2024-02-23,2024-06-19,Shopee,Fashion,Hoodie,564109,3,1692327,Normal Day,16.97602474864656,0.0,0,20000,1692327,Virtual Account,Returning,Bandung,In Stock,Delivered,5.0,No
1664,2024-06-19,2024-06-19,Lazada,Fashion,Hoodie,462930,1,462930,Payday Sale,15.0,15.0,69440,20000,393490,COD,Returning,Medan,In Stock,Delivered,3.0,Normal
237,2024-02-23,2024-06-19,Tokopedia,Beauty,Skincare Serum,222802,3,668406,Payday Sale,15.0,15.0,100261,18000,568145,Bank Transfer,Returning,Surabaya,Low Stock,Delivered,4.0,No
552,2024-11-11,2024-06-19,Shopee,Home Living,Vacuum Cleaner,60809,2,121618,Mega Campaign,20.0,20.0,24324,20000,97294,Bank Transfer,Vip,Bekasi,Low Stock,Delivered,4.0,Priority
1902,2024-06-15,2024-06-19,Shopee,Home Living,Vacuum Cleaner,223618,1,223618,Payday Sale,15.0,15.0,33543,18000,0,E-Wallet,Returning,Semarang,In Stock,Cancelled,4.2484316185696365,Normal
209,2024-02-23,2024-06-19,Tiktok Shop,Sports,Running Shoes,521294,1,521294,Flash Sale,10.0,10.0,52129,12000,469165,Virtual Account,Vip,Makassar,In Stock,Delivered,5.0,Y
1575,2024-02-23,2024-06-19,Blibli,Home Living,Blender,566288,2,1132576,Flash Sale,10.0,10.0,113258,18000,1019318,E-Wallet,Returning,Jakarta,In Stock,Delivered,5.0,N
59,2024-02-23,2024-11-19,Blibli,Fashion,Hoodie,313467,2,626934,Payday Sale,15.0,15.0,94040,12000,532894,Virtual Account,New,Makassar,Low Stock,On Delivery,4.2484316185696365,Normal
632,2024-02-23,2024-06-19,Shopee,Sports,Dumbbell 5Kg,493038,1,493038,Payday Sale,15.0,15.0,73956,18000,419082,Credit Card,Returning,Bekasi,In Stock,Completed,5.0,Normal
1611,2024-02-23,2024-06-19,Blibli,Fashion,Sneakers,255173,6,1531038,Normal Day,16.97602474864656,0.0,0,12000,0,Virtual Account,Vip,Makassar,Preorder,Cancelled,4.2484316185696365,Yes
1894,2024-09-28,2024-06-19,Tiktok Shop,Fashion,Jeans,128043,1,128043,Normal Day,16.97602474864656,0.0,0,20000,0,Virtual Account,Returning,Bandung,In Stock,Batal,4.2484316185696365,No
1656,2024-02-23,2024-06-19,Shopee,Fashion,Jeans,455414,2,910828,Payday Sale,15.0,15.0,136624,18000,774204,Bank Transfer,New,Makassar,In Stock,Delivered,5.0,N
506,2024-02-23,2024-06-19,Tokopedia,Fashion,Women Dress,505872,3,1517616,Flash Sale,10.0,10.0,151762,12000,0,Credit Card,New,Bandung,Low Stock,Cancelled,4.2484316185696365,Normal
758,2024-01-05,2024-01-12,Blibli,Fashion,Sneakers,227805,4,911220,Flash Sale,10.0,11.237700673226307,91122,20000,820098,COD,Returning,Surabaya,Preorder,Delivered,4.0,N
1491,2024-06-12,2024-06-19,Shopee,Beauty,Body Lotion,288467,2,576934,Flash Sale,10.0,10.0,57693,18000,0,E-Wallet,Vip,Bekasi,In Stock,Batal,4.2484316185696365,No
1630,2024-02-10,2024-06-19,Lazada,Sports,Skipping Rope,130978,8,1047824,Mega Campaign,20.0,20.0,209565,18000,838259,COD,New,Bekasi,Low Stock,Completed,4.0,N
1279,2024-02-03,2024-06-19,Shopee,Sports,Skipping Rope,464832,5,2324160,Payday Sale,15.0,15.0,348624,15000,0,E-Wallet,New,Bandung,In Stock,Cancelled,4.2484316185696365,Normal
1392,2024-02-23,2024-06-19,Blibli,Home_Living,Vacuum Cleaner,720824,3,2162472,Flash Sale,10.0,10.0,216247,15000,1946225,Virtual Account,Vip,Bekasi,In Stock,Completed,4.0,Y
1270,2024-02-23,2024-06-19,Shopee,Home Living,Rice Cooker,558146,1,558146,Mega Campaign,20.0,20.0,111629,9000,446517,Bank Transfer,Returning,Bekasi,In Stock,Delivered,4.2484316185696365,Normal
1266,2024-02-23,2024-10-29,Shopee,Beauty,Lip Tint,107736,2,215472,Payday Sale,15.0,15.0,32321,0,183151,E-Wallet,New,Surabaya,In Stock,Delivered,4.0,No
514,2024-02-23,2024-06-19,Blibli,Home Living,Storage Box,936460,2,1872920,Mega Campaign,20.0,20.0,374584,18000,1498336,COD,Returning,Surabaya,In Stock,Delivered,4.2484316185696365,N
82,2024-02-23,2024-06-19,Shopee,Beauty,Lip Tint,59826,4,239304,Normal Day,16.97602474864656,0.0,0,0,239304,Virtual Account,New,Jakarta,Preorder,Completed,4.0,N
1250,2024-02-23,2024-08-28,Tiktok Shop,Home Living,Table Lamp,250864,1,250864,Flash Sale,10.0,10.0,25086,9000,225778,Virtual Account,Returning,Yogyakarta,Preorder,Delivered,5.0,Normal
381,2024-02-23,2024-06-19,Tokopedia,Beauty,Body Lotion,207568,2,415136,Flash Sale,10.0,10.0,41514,15000,0,Virtual Account,New,Yogyakarta,In Stock,Cancel,4.2484316185696365,N
85,2024-05-09,2024-05-15,Blibli,Sports,Dumbbell 5Kg,406813,1,406813,Normal Day,16.97602474864656,0.0,0,12000,406813,Credit Card,Returning,Makassar,In Stock,Delivered,5.0,Normal
1707,2024-02-23,2024-06-19,Lazada,Home_Living,Storage Box,229094,6,1374564,Normal Day,16.97602474864656,0.0,0,15000,1374564,E-Wallet,Returning,Bekasi,In Stock,Delivered,5.0,No
1979,2024-09-03,2024-06-19,Tokopedia,Fashion,Jeans,469948,2,939896,Normal Day,16.97602474864656,0.0,0,20000,939896,E-Wallet,New,Surabaya,In Stock,Delivered,5.0,No
330,2024-02-23,2024-09-24,Tiktok Shop,Fashion,Women Dress,551682,1,551682,Normal Day,16.97602474864656,0.0,0,0,551682,E-Wallet,Returning,Semarang,Low Stock,Delivered,5.0,N
7,2024-02-23,2024-06-19,Tiktok Shop,Electronics,Power Bank,751013,2,1502026,Normal Day,16.97602474864656,11.237700673226307,0,15000,1502026,E-Wallet,New,Semarang,In Stock,Delivered,5.0,N
1447,2024-02-23,2024-06-19,Shopee,Fashion,Women Dress,529980,4,2119920,Normal Day,16.97602474864656,0.0,0,0,2119920,Virtual Account,New,Makassar,Preorder,Shipped,4.2484316185696365,Normal
452,2024-02-23,2024-06-19,Shopee,Fashion,Men T-Shirt,341256,5,1706280,Mega Campaign,20.0,20.0,341256,15000,1365024,E-Wallet,New,Jakarta,Low Stock,Delivered,5.0,No
491,2024-02-23,2024-06-19,Lazada,Beauty,Face Wash,204985,1,204985,Normal Day,16.97602474864656,0.0,0,12000,204985,Virtual Account,Vip,Semarang,Low Stock,Delivered,4.0,Priority
933,2024-02-23,2024-06-19,Blibli,Electronics,Phone Charger,91818,2,183636,Normal Day,16.97602474864656,0.0,0,0,0,COD,Vip,Makassar,Preorder,Batal,4.2484316185696365,Y
1030,2024-02-23,2024-06-19,Lazada,Fashion,Jeans,463820,3,1391460,Flash Sale,10.0,10.0,139146,9000,0,E-Wallet,Returning,Jakarta,In Stock,Cancelled,4.2484316185696365,No
1959,2024-06-26,2024-06-28,Blibli,Fashion,Hoodie,385105,1,385105,Flash Sale,10.0,10.0,38510,9000,346595,Bank Transfer,Returning,Surabaya,In Stock,Delivered,5.0,Normal
781,2024-02-23,2024-06-19,Tiktok Shop,Sports,Yoga Mat,418222,1,418222,Normal Day,16.97602474864656,0.0,0,18000,418222,COD,Vip,Yogyakarta,Low Stock,Completed,5.0,Yes
721,2024-05-30,2024-06-19,Shopee,Beauty,Lip Tint,200200,2,400400,Normal Day,16.97602474864656,0.0,0,0,400400,Virtual Account,Returning,Bandung,In Stock,Delivered,4.0,Normal
819,2024-02-23,2024-06-19,Tiktok Shop,Fashion,Sneakers,176429,5,882145,Normal Day,16.97602474864656,11.237700673226307,0,9000,882145,COD,Returning,Medan,Preorder,Delivered,5.0,N
901,2024-02-23,2024-06-19,Blibli,Home Living,Table Lamp,51189,1,51189,Normal Day,16.97602474864656,0.0,0,9000,51189,Bank Transfer,Returning,Yogyakarta,In Stock,Delivered,5.0,Normal
943,2024-09-14,2024-06-19,Tiktok Shop,Sports,Dumbbell 5Kg,770206,3,2310618,Flash Sale,10.0,10.0,231062,12000,2079556,Virtual Account,New,Semarang,Low Stock,Delivered,5.0,N
1107,2024-02-23,2024-06-19,Shopee,Home Living,Table Lamp,817887,1,817887,Mega Campaign,20.0,20.0,163577,0,0,Bank Transfer,Returning,Semarang,In Stock,Cancelled,4.2484316185696365,Yes
328,2024-02-23,2024-04-09,Lazada,Sports,Yoga Mat,473973,2,947946,Flash Sale,10.0,10.0,94795,0,853151,COD,Vip,Surabaya,In Stock,Delivered,5.0,Priority
